name ra dec nhi_smc_askap nhi_smc_askap_err nhi_mw_askap nhi_mw_askap_err
"2dfs0413" 10.565874999999998 -73.40913888888889 56.18218729962676 0.41878989337329453 3.2424369904069055 0.32972754505936364
"2dfs0626" 11.732499999999998 -73.10405555555555 102.54095548042677 0.2466257448511816 3.1591624288293776 0.347115177514588
"2dfs0662" 11.939916666666665 -73.227 91.41045044271235 0.23110320308613277 3.065150271895521 0.22977258566049627
"2dfs0699" 11.99370833333333 -72.52827777777777 36.710923966871675 0.04024171965240399 3.408328787363632 0.04407149657639172
"2dfs3014" 18.6095 -73.28708333333333 61.14144090443481 0.39427681765710804 2.0364435265010608 0.3752805442407794
"2dfs3030" 18.66725 -73.27069444444444 58.50642619175514 0.4542121561792517 2.0993311982391023 0.4277893294405887
"2dfs3171" 19.038291666666666 -73.21077777777778 56.24294722043258 1.0264397818736752 1.4098320833196267 0.6275571252080739
"azv4" 11.263749999999998 -72.69927777777778 28.790238291551656 0.30501554337797676 2.968203456039691 0.2739630429600651
"azv23" 11.912124999999998 -73.38163888888889 80.70821395798859 0.7427181792054967 2.955516413726586 0.31545326428066617
"azv86" 12.774291666666665 -72.0085 18.968807436410163 0.621233279433723 3.0242167288342854 0.3480177544039659
"azv132" 13.213499999999998 -73.11488888888888 79.21320362994904 0.04803097668693084 3.463648431924391 0.12862910555137816
"azv218" 14.768083333333331 -72.328 55.871026967560994 0.278072580667926 2.839612979571743 0.3752372283802355
"azv404" 16.621916666666664 -72.36905555555555 37.19499909132332 1.8620805446801314 1.6561347472342136 0.6887644549828594
"mr12-star09" 11.396249999999998 -73.31 89.72995240942147 0.05108014007568914 3.2525433321718187 0.04429177378323758
"mr12-star10" 11.404583333333331 -73.3111111111111 89.19216220410813 0.27349317549853813 2.9218972858098593 0.30592952798847367
"mr12-star11" 11.393708333333333 -73.3116111111111 89.7298110656183 0.051088850153474225 3.2524231396769077 0.04441068234737666
"ngc330-110" 14.086124999999997 -72.44041666666666 62.93212942092441 0.14348109411926047 3.0715755045025297 0.2533414573490044
"ngc330-114" 14.237499999999999 -72.42547222222223 70.48836266731604 0.12213674464567355 3.1999705438657657 0.09118632908273698
"ngc330-116" 13.860416666666666 -72.45936111111111 56.87482699964959 0.06268641363415249 3.7942364838457645 0.035790679035147335
"ngc346-056" 14.733749999999997 -72.1593888888889 41.80500411285484 0.027996467924709903 3.024340715133951 0.04274726260450622
smc5-000398 13.511124999999998 -72.42800000000001 40.26375536630989 0.263273590005665 2.9660959325337917 0.23583487979097562
smc5-003739 14.30770833333333 -72.37502777777777 71.8381072908643 0.26566454381604065 3.338406555081672 0.15729168198742666
smc5-079264 13.958499999999999 -72.32325 58.527597991940134 0.12759517837173376 3.2255567552414797 0.05130249026187678
smc5-082923 13.359041666666664 -72.19444444444444 30.626081693444615 0.4798092197137995 2.718736725040421 0.16456173957957923
"azv18" 11.800916666666666 -73.10919444444444 113.93551708653422 0.44459840069791107 2.801230658780396 0.460490702691911
"azv70" 12.5755 -72.63611111111112 42.77154162373443 0.3035771856447562 3.536708486719839 0.34475492166188076
"azv151" 13.497374999999998 -72.76658333333333 64.42560104394965 0.3051900486504365 3.0354078051488464 0.33312428572578123
"azv214" 14.728249999999997 -72.22144444444444 58.201842807920215 0.09553885653915646 2.907211313339413 0.08115743957533343
"azv289" 15.494916666666663 -72.59416666666667 56.353085998372265 0.40252408069887213 2.612261654879271 0.49672654942551653
"azv380" 16.353166666666663 -73.06472222222222 47.97984220711324 0.27216382781676296 2.1979592678394515 0.4181098842930637
"azv398" 16.540875 -71.93352777777778 60.300414864906294 1.5971717871725937 1.2641804140977617 0.7689385189317225
"azv456" 17.732166666666664 -72.71558333333334 40.64398951724478 0.8344699877633223 1.5042250874474843 0.5827176372368865
"azv462" 17.858 -72.52258333333333 34.24302008157264 2.7395583298343693 1.1365282122586775 0.9605617955051489
"bbb-smc280" 12.021458333333333 -73.20100000000001 97.28121294310799 0.3275386982829227 3.271659609025068 0.4634136874340491
"sk191" 25.425291666666663 -73.84394444444445 12.793332195381597 1.1092481040894686 3.547626370764172 0.6273835826808101
